text,clean_text,sentiment,intent,topic
"@united I did start a claim but 8-10 weeks is unrealistic, am I really supposed to go that long with out a car seat for my child.Ridiculous!","I did start a claim but 810 weeks is unrealistic, am I really supposed to go that long with out a car seat for my child.Ridiculous!",Negative,Seating,Complaints
@united follow me please this airline is beautifull ♥,follow me please this airline is beautifull,Positive,Amenities,Feedback
"@united no I don't, but I'm sure United have my info on its system.","no I dont, but Im sure United have my info on its system.",Negative,Information,Customer Service
"@united if the car seat is lost @united should just reimburse me for a new one, this is not a pair of shoes, it's a necessity for my child","if the car seat is lost should just reimburse me for a new one, this is not a pair of shoes, its a necessity for my child",Negative,Seating,Refund Request
@united Just submitted my response on the link you sent.,Just submitted my response on the link you sent.,Neutral,Information,Feedback
"@united yes, David Allan send an email with this number (KMM24999563V99860L0KM) and case#8719519","yes, David Allan send an email with this number KMM24999563V99860L0KM and case",Positive,Information,General Inquiry
@united @highbuddyyy that totally sucks my cousin worked at PHL said @united,that totally sucks my cousin worked at PHL said,Negative,Complaint,Feedback
@united just wanted to let you know how wonderful Rosetta the gate agent was working flight 6457 Dan to Ase. Let her know she wasappreciated,just wanted to let you know how wonderful Rosetta the gate agent was working flight 6457 Dan to Ase. Let her know she wasappreciated,Positive,Feedback,Flight Boarding
"@united yes, a paper voucher that I got on January 26th 2015","yes, a paper voucher that I got on January 26th 2015",Positive,Information,Feedback
@united beginning of Feb I called United they said they would send another voucher by mail. Never got anything. #tiredofwaiting,beginning of Feb I called United they said they would send another voucher by mail. Never got anything.,Negative,Change,Customer Service
"@United the internet is a great thing.  I am emailing executives in your company, maybe they will respond to me in a timely manner.","the internet is a great thing. I am emailing executives in your company, maybe they will respond to me in a timely manner.",Positive,Information,Feedback
"@united Do I need to use a Chase United Club pass for my 8yr old son, or can he come in with me on my pass?","Do I need to use a Chase United Club pass for my 8yr old son, or can he come in with me on my pass?",Positive,Inquiry,Suggestions
@united and what am I suppose to do with that number?,and what am I suppose to do with that number?,Positive,Inquiry,Suggestions
"@united thats weak. See ya 👋
Hey @VirginAmerica !!",thats weak. See ya Hey !!,Negative,Check-in,Feedback
@united I flew back w other company since United didnt have an earlier flight,I flew back w other company since United didnt have an earlier flight,Negative,Reschedule,Flight Reschedule
@united I lost a voucher that I was given in Miami aeroport on jan 26. I did not use it.,I lost a voucher that I was given in Miami aeroport on jan 26. I did not use it.,Negative,Information,Lost and Found
@united I am trying to book awards for September and need flights on @aegeanairlines but they will not show even w/ many award seats availab,I am trying to book awards for September and need flights on but they will not show even w many award seats availab,Negative,Seating,Flight Seating
@united I sure did.   I had to drive a total of 3 hours to get my own bag.  I'd like to explain that debacle but no one wants to talk to me.,I sure did. I had to drive a total of 3 hours to get my own bag. Id like to explain that debacle but no one wants to talk to me.,Negative,Change,Baggage Issues
@united @CheerTymeDad Gee that's like almost caring about ppl more than $$.  Think I'm more int in having a trusted adult w/ daughter .,Gee thats like almost caring about ppl more than . Think Im more int in having a trusted adult w daughter .,Negative,Change,Feedback
"@united See? We were told repeatedly that the pilot was Late Flight and kept getting Late Flightr.  After we boarded, there was a defibrillator issue.","See? We were told repeatedly that the pilot was Late Flight and kept getting Late Flightr. After we boarded, there was a defibrillator issue.",Negative,Reschedule,Flight Change
@united why no preferred security line anymore. My TSA pre-check didn't pull on my @SilverAirways partner flight! #Platinum #spoiled,why no preferred security line anymore. My TSA precheck didnt pull on my partner flight!,Negative,Change,Flight Security
@united #Newarkliberty Airport need to indicate different gate#'s for terminals A&amp;C. #Flyingainteasy,Airport need to indicate different gates for terminals AampC.,Negative,Change,Flight Amenities
"@united yes please! I am newly married and trying to update my last name on a preexisting international flight! It seems so easy, but...","yes please! I am newly married and trying to update my last name on a preexisting international flight! It seems so easy, but...",Positive,Change,Feedback
@united How does United refuse to reissue a $400 lost voucher when their plane didn't take off due to mechanics? #badcustomerservice,How does United refuse to reissue a 400 lost voucher when their plane didnt take off due to mechanics?,Negative,Cancellation,Flight Cancellation
"@united also during the run I was instructed to do, I shattered my computer. http://t.co/oAflfr7WXB","also during the run I was instructed to do, I shattered my computer.",Negative,Change,Complaints
"@united yes, we've been with the agents for the last 50 minutes. One of the agents have been very rude, but thankfully Ladan has been nice.","yes, weve been with the agents for the last 50 minutes. One of the agents have been very rude, but thankfully Ladan has been nice.",Positive,Change,Complaints
@united that's right- with an overnight Miami.,thats right with an overnight Miami.,Positive,Change,Feedback
@united Have clients with an 11 hr layover at IAH (during the day). Will they have to claim &amp; recheck luggage. Or will it be taken care of?,Have clients with an 11 hr layover at IAH during the day. Will they have to claim amp recheck luggage. Or will it be taken care of?,Positive,Change,Baggage Issues
"@united I am trying to find out if the loaner seat is new or used, a used car seat is illegal according to safety regulations","I am trying to find out if the loaner seat is new or used, a used car seat is illegal according to safety regulations",Neutral,Inquiry,Suggestions
@united i DMed you the details,i DMed you the details,Negative,Information,Feedback
"@united iah to charlotte. Baggage claim rep latrice h. #customerservice non existent, Ignored customer then inappropriately touched customer","iah to charlotte. Baggage claim rep latrice h. non existent, Ignored customer then inappropriately touched customer",Negative,Complaint,Baggage Issues
"@united Kewl. Will also let them know the overhead bin over my row was ""Inop"". I love a good abbreve.",Kewl. Will also let them know the overhead bin over my row was Inop. I love a good abbreve.,Positive,Check-in,Flight Security
"@united - thanks for your help...got me what I need, but its an issue with @_austrian . I guess I sit awhile longer.","thanks for your help...got me what I need, but its an issue with . I guess I sit awhile longer.",Negative,Seating,Feedback
@united @UCtraveladvisor - I would have loved to respond to your website until I saw the really long form. In business the new seats are bad,I would have loved to respond to your website until I saw the really long form. In business the new seats are bad,Negative,Seating,Feedback
@united A refund and flight vouchers or another flight on a different airline at your expense for today. 8 hour drive is very inconvenient,A refund and flight vouchers or another flight on a different airline at your expense for today. 8 hour drive is very inconvenient,Negative,Refund,Flight Discounts
@united then why have I not received my call back its been 3 days...it's an infant car seat how am I supposed to go anywhere with my child,then why have I not received my call back its been 3 days...its an infant car seat how am I supposed to go anywhere with my child,Negative,Complaint,Complaints
@united thanks again for your concern. I will contact customer care upon our return from Australia.,thanks again for your concern. I will contact customer care upon our return from Australia.,Positive,Feedback,Customer Service
@United well sitting on the ground 'on time' but waiting for a gate....again #tiredofthis,well sitting on the ground on time but waiting for a gate....again,Negative,Reschedule,Flight Delay
"@united ""Airport snow removal method #22...""
Keep up the good work folks, this is where Cessna's become 747's! http://t.co/9v8tMUsJvU","Airport snow removal method ... Keep up the good work folks, this is where Cessnas become 747s!",Positive,Change,Feedback
"@united No, I need you guys to not over book planes. It's not a concern, I'll just travel with someone else moving forward.","No, I need you guys to not over book planes. Its not a concern, Ill just travel with someone else moving forward.",Negative,Complaint,Flight Booking
@united A measly $50 e-certificate is not how you appreciate loyal customers after they wait 3hrs on the tarmac during UA1116. #unacceptable,A measly 50 ecertificate is not how you appreciate loyal customers after they wait 3hrs on the tarmac during UA1116.,Negative,Change,Flight Delay
@united When will email address/username sign-on be available? It's been a while.,When will email addressusername signon be available? Its been a while.,Negative,Information,General Inquiry
@united Thank you for that. Am I able to claim any interim expenses or is the cost of the stuff up on me?,Thank you for that. Am I able to claim any interim expenses or is the cost of the stuff up on me?,Positive,Feedback,Feedback
@united rude rude,rude rude,Negative,Complaint,Complaints
@united - Why can't I get a boarding pass for my Austrian Airlines codeshare flight. Rebook incls a 6 hour layover &amp; I am stuck outside sec,Why cant I get a boarding pass for my Austrian Airlines codeshare flight. Rebook incls a 6 hour layover amp I am stuck outside sec,Negative,Reschedule,Flight Reschedule
@united. ..I received on other flights. #united  truly breaks guitars. #unitedbreaksguitars #wantmymoneyback,. ..I received on other flights. truly breaks guitars.,Negative,Feedback,Feedback
@united just flew to #TelAviv paid $100 from a third suitcase which didn't even make it on the plane! Besides for the impolite service...,just flew to paid 100 from a third suitcase which didnt even make it on the plane! Besides for the impolite service...,Negative,Complaint,Baggage Issues
@United  My bag is still in Colo Springs. I am disabled and have to search an unfamiliar airport and look for my bag. Not a good outcome,My bag is still in Colo Springs. I am disabled and have to search an unfamiliar airport and look for my bag. Not a good outcome,Negative,Information,Baggage Issues
@united Shame that there's no flex to tickets transfer rules.  Even calling from Neurosurgery ICU isn't enough!,Shame that theres no flex to tickets transfer rules. Even calling from Neurosurgery ICU isnt enough!,Negative,Complaint,Complaints
@united No. Denver said they don't handle baggage that made it to Colo. Springs.  They gave me an 800 number to call. No help there either.,No. Denver said they dont handle baggage that made it to Colo. Springs. They gave me an 800 number to call. No help there either.,Negative,Change,Baggage Issues
@united you guys need some serious training in customer service. Too many better options to put up with the way you guys handle ur mistakes,you guys need some serious training in customer service. Too many better options to put up with the way you guys handle ur mistakes,Negative,Change,Customer Service
@united 6533 ORD to DCA,6533 ORD to DCA,Negative,Change,Feedback
"@united once he found out we had a problem he avoided me like the plague. Was told ""we can't find a supervisor.""",once he found out we had a problem he avoided me like the plague. Was told we cant find a supervisor.,Negative,Change,Feedback
@united ZCC82U Cancelled Flight flight 16h in advance??? Need connect flight reschedule so the link isn't helping. Help!? Gf waited months to see me.,ZCC82U Cancelled Flight flight 16h in advance??? Need connect flight reschedule so the link isnt helping. Help!? Gf waited months to see me.,Negative,Cancellation,Flight Cancellation
@united I will not be flying you again,I will not be flying you again,Negative,Cancellation,Flight Cancellation
"@united in addition, my first flight was delayed an hour and I'm arriving at my destination 8 hrs Late Flight.","in addition, my first flight was delayed an hour and Im arriving at my destination 8 hrs Late Flight.",Negative,Reschedule,Flight Delay
"@united Cancelled Flighted our flight, didn't rebook us on added flight, now have to drive from a Denver to KC....thanks!","Cancelled Flighted our flight, didnt rebook us on added flight, now have to drive from a Denver to KC....thanks!",Negative,Cancellation,Flight Cancellation
@united your announcement for pre boarding only addresses mobility. My disability requires me to travel with a lot of stuff. Do I preboard?,your announcement for pre boarding only addresses mobility. My disability requires me to travel with a lot of stuff. Do I preboard?,Neutral,Boarding,Feedback
@united I flew United last month and the experience was AWESOME!,I flew United last month and the experience was AWESOME!,Positive,Change,Flight Loyalty Programs
@united our travel booked thru United group dept. Okc ticket agent less than willing to help with our connection in LAX.,our travel booked thru United group dept. Okc ticket agent less than willing to help with our connection in LAX.,Negative,Booking,Flight Booking
"@united v upset with your disability  ""services"". When I told one of your employees I was carrying medical equipment she was very rude.",v upset with your disability services. When I told one of your employees I was carrying medical equipment she was very rude.,Negative,Complaint,Feedback
@united thnx for quick reply but don't think you can assist. Our intl grp will be put to considerable inconvenience today.,thnx for quick reply but dont think you can assist. Our intl grp will be put to considerable inconvenience today.,Negative,Feedback,Feedback
@united wont transfer flight ticket to accompany an 11 yr old who's active military mom had to have emergency brain surgery? WOW!!,wont transfer flight ticket to accompany an 11 yr old whos active military mom had to have emergency brain surgery? WOW!!,Negative,Cancellation,Flight Change
@united @getmeontop 7 WEEKS Late FlightR AND I STILL HAVE NOT RECEIVED MY MILES FROM THE MileagePlus Gift Card $150 STARBUCKS CARD I HANDED OVER!!!,7 WEEKS Late FlightR AND I STILL HAVE NOT RECEIVED MY MILES FROM THE MileagePlus Gift Card 150 STARBUCKS CARD I HANDED OVER!!!,Negative,Complaint,Flight Delay
"@united as a 1k, I'm always hoping for improvement.","as a 1k, Im always hoping for improvement.",Negative,Change,Feedback
@united not yet. I complained about the guy who checked my luggage in as he was throwing the bags around. Unfortunate coincidence I hope?,not yet. I complained about the guy who checked my luggage in as he was throwing the bags around. Unfortunate coincidence I hope?,Negative,Complaint,Complaints
@united OKC ticket agent Roger McLarren(sp?) LESS than helpful with our Intl group travel problems Can't find a supervisor for help.,OKC ticket agent Roger McLarrensp? LESS than helpful with our Intl group travel problems Cant find a supervisor for help.,Negative,Complaint,Customer Service
@united mobile apps need construction from the ground up for each OS category.  It's expensive to get right .,mobile apps need construction from the ground up for each OS category. Its expensive to get right .,Negative,Change,Feedback
@united another fail for the United ticket agents in OKC. LESS than helpful and could care less about our problems. American here we come.,another fail for the United ticket agents in OKC. LESS than helpful and could care less about our problems. American here we come.,Negative,Complaint,Customer Service
"@united 441, which also had 1 working WC in coach. Good thing this bird landed ahead of schedule. I have to use the WC stat.","441, which also had 1 working WC in coach. Good thing this bird landed ahead of schedule. I have to use the WC stat.",Positive,Change,Flight Change
@united the os isn't controlled by me but rather @VerizonWireless .  App is new.,the os isnt controlled by me but rather . App is new.,Neutral,Change,General Inquiry
"@united I just sent an email to Customer Care, telling them I may have to break up with you 😢. I sincerely hope they can help me!!","I just sent an email to Customer Care, telling them I may have to break up with you . I sincerely hope they can help me!!",Negative,Cancellation,Customer Service
@united silly I'm flying delta today. Your united club staff and attendants are surly and unhelpful and always seem bothered by pesky folk,silly Im flying delta today. Your united club staff and attendants are surly and unhelpful and always seem bothered by pesky folk,Negative,Complaint,Complaints
@united What is your phone number. I can't find who to call about a flight reservation.,What is your phone number. I cant find who to call about a flight reservation.,Negative,Information,Flight Seating
"@united well, you can't fix me missing my buddies 30th bday because of negligence but you can attempt to make up for it.","well, you cant fix me missing my buddies 30th bday because of negligence but you can attempt to make up for it.",Negative,Complaint,Complaints
"@united why am I to believe they will help when customer service couldn't? Like I said, I want a number to someone who can fix what you did.","why am I to believe they will help when customer service couldnt? Like I said, I want a number to someone who can fix what you did.",Negative,Complaint,Customer Service
@united they helped me at the baggage service desk.  Said bc TSA screening was down in FLL not all bags made it but bag will be in EWR @ 12,they helped me at the baggage service desk. Said bc TSA screening was down in FLL not all bags made it but bag will be in EWR 12,Positive,Support,Baggage Issues
@united Mobile boarding pass disappeared from phone while standing in line to board. Second time this week... Hmm.,Mobile boarding pass disappeared from phone while standing in line to board. Second time this week... Hmm.,Negative,Boarding,Flight Boarding
@united for the record- Rozana at Newark was lovely and helpful. #choosekind,for the record Rozana at Newark was lovely and helpful.,Positive,Support,Customer Service
@united It was last night's 1235/ORD-LGA.,It was last nights 1235ORDLGA.,Negative,Regulations,Flight Status
@united thx for update,thx for update,Positive,Change,Feedback
@united thank you !,thank you !,Positive,Rewards,Feedback
@united dm these nuts,dm these nuts,Negative,Complaint,Complaints
@united Had to explain to a very over eager flight attendant trying to ask about my vision that my @ccicanine was not a guide dog!,Had to explain to a very over eager flight attendant trying to ask about my vision that my was not a guide dog!,Negative,Inquiry,Feedback
@united what's the point of asking for details about a #servicedog when you book if your flight crew doesn't read them? (Continued),whats the point of asking for details about a when you book if your flight crew doesnt read them? Continued,Negative,Information,Flight Booking
@united I tried but no one was available in bogota and everyone was rude in Houston. I was stuck for 35 hours because of you guys,I tried but no one was available in bogota and everyone was rude in Houston. I was stuck for 35 hours because of you guys,Negative,Complaint,Complaints
@united #worst2unitedflightsever UA 236 LAS to IAD 2/24 mechanical problems again - took off - had to land for fix - delayed again #wtfodds!,UA 236 LAS to IAD 224 mechanical problems again took off had to land for fix delayed again !,Negative,Reschedule,Flight Delay
@united despite my bag not making it to Newark good informative email tracking updates help!,despite my bag not making it to Newark good informative email tracking updates help!,Positive,Information,Baggage Issues
@United. What's going on with UA 236?  outbound flight last thurs was delayed 4hrs How long will this delay be? #worst2unitedflightsever,. Whats going on with UA 236? outbound flight last thurs was delayed 4hrs How long will this delay be?,Negative,Inquiry,Flight Delay
@united #worst2unitedflightsever UA1429 IAD to LAS 2/19 mechanical problems - switched aircraft delayed 3.5 hours!,UA1429 IAD to LAS 219 mechanical problems switched aircraft delayed 3.5 hours!,Negative,Change,Flight Change
@united crashed trying to check in.,crashed trying to check in.,Negative,Check-in,Flight Booking
"@united Wow. What a deal. Again, 30+ plus seats available. Easy change to make a customer happy.","Wow. What a deal. Again, 30 plus seats available. Easy change to make a customer happy.",Positive,Seating,Feedback
@united thanks for the info I already knew...,thanks for the info I already knew...,Positive,Information,Feedback
@united Airline trouble this winter &amp; not getting good customer service? contact http://t.co/aQjn4HwNaC  we negotiate resolutions for You!,Airline trouble this winter amp not getting good customer service? contact we negotiate resolutions for You!,Negative,Change,Customer Service
@united on 768 to Logan - boarding gong show due to lax carry on enforcement. Bins full of coats = no room for bags. U need a better system!,on 768 to Logan boarding gong show due to lax carry on enforcement. Bins full of coats no room for bags. U need a better system!,Negative,Boarding,Baggage Issues
@united Thank you.,Thank you.,Positive,Rewards,Feedback
@united Blackmailed me into paying £130 extra or having my return ticket nullified in San Francisco Airport. Terrible service from rep #scam,Blackmailed me into paying 130 extra or having my return ticket nullified in San Francisco Airport. Terrible service from rep,Negative,Cancellation,Customer Service
@united is there an email address I can reach? Too long for a DM.,is there an email address I can reach? Too long for a DM.,Negative,Inquiry,General Inquiry
@united disappointed that u didnt honor my $100 credit given to me for ur mistakes. Taking my business elsewhere  ✌️out.,disappointed that u didnt honor my 100 credit given to me for ur mistakes. Taking my business elsewhere out.,Negative,Complaint,Complaints
@united ua1673 still waiting! Supposed to depart 9:08,ua1673 still waiting! Supposed to depart 908,Negative,Change,Flight Delay
@united it was credit from my last trip that never came in the mail!,it was credit from my last trip that never came in the mail!,Negative,Rewards,Flight Rewards
@united ok it's now been 7 months waiting to hear from airline. I gave them quite a bit more than the 30 days requested! Terrible service,ok its now been 7 months waiting to hear from airline. I gave them quite a bit more than the 30 days requested! Terrible service,Negative,Complaint,Customer Service
@united does this process ever end? Still waiting for the reply since 2 months #pathetic #customerservice,does this process ever end? Still waiting for the reply since 2 months,Negative,Inquiry,Complaints
@united What's going on with your website? I'm Flight Booking Problems three tickets today and I've been booted off the system umpteen times.,Whats going on with your website? Im Flight Booking Problems three tickets today and Ive been booted off the system umpteen times.,Negative,Complaint,Flight Booking
@united how do I get my account number if your website says email is unavailable?,how do I get my account number if your website says email is unavailable?,Negative,Information,Suggestions
@united So do I need to book two one ways in order for her to fly as an unaccompanied minor?,So do I need to book two one ways in order for her to fly as an unaccompanied minor?,Negative,Inquiry,Flight Booking
"@united I received 1 bag last night, I am still missing the other one.","I received 1 bag last night, I am still missing the other one.",Negative,Change,Baggage Issues
"@united @simonroesner you'll need to upgrade the seats too, even in economy plus it's like sitting on a concrete bench.","youll need to upgrade the seats too, even in economy plus its like sitting on a concrete bench.",Negative,Seating,Suggestions
@united Pls Help Baby Hannah get the life saving surgeries she requires.She needs your help.Pls Donate/RT http://t.co/kQnrrP86A5,Pls Help Baby Hannah get the life saving surgeries she requires.She needs your help.Pls DonateRT,Positive,Support,Feedback
"@united bet you wont honour them, like mine ey","bet you wont honour them, like mine ey",Negative,Complaint,Feedback
@united 2nd flight also delayed no pilots! But they boarded is so we can just sit here! #scheduling,2nd flight also delayed no pilots! But they boarded is so we can just sit here!,Negative,Seating,Flight Boarding
"@united I guess that's too much ask, huh?","I guess thats too much ask, huh?",Negative,Inquiry,General Inquiry
@united but it's hard to stay upset at someone when they at least TRY to show remorse.,but its hard to stay upset at someone when they at least TRY to show remorse.,Positive,Information,Feedback
"@united By the way, a simple apology goes a long way, even if it's a hollow one. It's obvious that you don't care about me or my well-being,","By the way, a simple apology goes a long way, even if its a hollow one. Its obvious that you dont care about me or my wellbeing,",Negative,Complaint,Feedback
@united This isn't a one time thing either! It's a shocking pattern of repeated neglect and disrespect.,This isnt a one time thing either! Its a shocking pattern of repeated neglect and disrespect.,Negative,Complaint,Complaints
@united Fingers crossed &amp; its all intact. Very disappointed with this experience as before this we were actually saying we enjoyed using you,Fingers crossed amp its all intact. Very disappointed with this experience as before this we were actually saying we enjoyed using you,Negative,Complaint,Complaints
"@united It's an incredibly easy fix, but you would rather stay in your comfort zone, while I get forced out of mine.","Its an incredibly easy fix, but you would rather stay in your comfort zone, while I get forced out of mine.",Negative,Change,Feedback
@united ours in July. You have ZERO excuses for this. You have an out-of-date system that causes problems like this.,ours in July. You have ZERO excuses for this. You have an outofdate system that causes problems like this.,Negative,Change,Feedback
@united Everyone around us is sitting with their friends and family members. They booked their tickets in October and December. We bought,Everyone around us is sitting with their friends and family members. They booked their tickets in October and December. We bought,Positive,Seating,Flight Booking
@united Not sure what you are talking about. She is going on nonstop flights. SNA to SFO and then SFO to EWR.,Not sure what you are talking about. She is going on nonstop flights. SNA to SFO and then SFO to EWR.,Negative,Change,Flight Change
".@united it will be because I'm moving to @AmericanAir because of @united talk, no service",". it will be because Im moving to because of talk, no service",Negative,Complaint,Complaints
@united please be good to me this weekend!,please be good to me this weekend!,Positive,Complaint,Feedback
"@united I asked a legitimate question about systemwide vs. localized problems, and got back an unreLate Flightd copy/paste. You can do better.","I asked a legitimate question about systemwide vs. localized problems, and got back an unreLate Flightd copypaste. You can do better.",Negative,Inquiry,Flight Delay
@united what time? Who can I call. I need my skis. I will go to the airport and get them. No more faith in United.,what time? Who can I call. I need my skis. I will go to the airport and get them. No more faith in United.,Negative,Change,Customer Service
@united I see you guys are at it again. Amazing how one company continually makes mistakes yet fails to be held accountable for their error,I see you guys are at it again. Amazing how one company continually makes mistakes yet fails to be held accountable for their error,Negative,Complaint,Feedback
@united A Tourist Wonder: Super Tides and Tide of the Century at French and U.K coasts: http://t.co/gXdqORtsS0,A Tourist Wonder Super Tides and Tide of the Century at French and U.K coasts,Positive,Change,Feedback
@united Yeah sorry but there's always a problem with United. And you have an international reputation for having problems.,Yeah sorry but theres always a problem with United. And you have an international reputation for having problems.,Negative,Change,Feedback
@united yall should probably work on that.,yall should probably work on that.,Negative,Feedback,Suggestions
"@united but then again, maybe the @BBBNE_SD_KS_IA would care more to hear what went on than whoever listens to issues you caused","but then again, maybe the would care more to hear what went on than whoever listens to issues you caused",Negative,Information,Feedback
@united I wonder if sharing all this on FB and insta would produce a number. 140 characters really limits my story telling.,I wonder if sharing all this on FB and insta would produce a number. 140 characters really limits my story telling.,Neutral,Information,Feedback
@united so you're telling me there is no number to call after being left in an airport because of a negligent pilot and staff?,so youre telling me there is no number to call after being left in an airport because of a negligent pilot and staff?,Negative,Complaint,Feedback
@united Could this email be resent as it doesnt appear to have arrived.,Could this email be resent as it doesnt appear to have arrived.,Negative,Information,General Inquiry
@united yes please! Trying to get to POP- in Newark now....,yes please! Trying to get to POP in Newark now....,Positive,Reschedule,Flight Status
@united you have to follow me in order for me to DM...come on now,you have to follow me in order for me to DM...come on now,Negative,Information,Suggestions
"@united $25 United coupon to make up for broken entertainment system on a 9-hour flight, seriously? #Ridiculousness #learncustomerservice","25 United coupon to make up for broken entertainment system on a 9hour flight, seriously?",Negative,Discounts,Flight Discounts
@united So they didn't drop my bag overnight &amp; now I'm leaving for a week. This is why you were supposed to hold on to the bag....,So they didnt drop my bag overnight amp now Im leaving for a week. This is why you were supposed to hold on to the bag....,Positive,Safety,Baggage Issues
@united I did DM the details but still no response. I have to book today.,I did DM the details but still no response. I have to book today.,Negative,Booking,Feedback
@united I know this is probably a no but is there a way to get a cheaper airfare ticket if the flight is leaving in a few hours? 🙏,I know this is probably a no but is there a way to get a cheaper airfare ticket if the flight is leaving in a few hours?,Negative,Inquiry,Suggestions
@united can someone please explain the process of of what happens to property found on a plane after passengers leave at Heathrow ?,can someone please explain the process of of what happens to property found on a plane after passengers leave at Heathrow ?,Negative,Information,Suggestions
@united not able to DM you my confirmation number,not able to DM you my confirmation number,Negative,Change,Feedback
"@united I've sent the message, let me know if you got it. I'm not very twitter-literate. Also, is he REALLY going to be stuck for 18hrs?","Ive sent the message, let me know if you got it. Im not very twitterliterate. Also, is he REALLY going to be stuck for 18hrs?",Negative,Information,Feedback
@united very unhappy at no response to complaint emailed on 2nd Feb ref.8441639. Awful customer service!,very unhappy at no response to complaint emailed on 2nd Feb ref.8441639. Awful customer service!,Negative,Complaint,Customer Service
@united DM does not work what do I do?,DM does not work what do I do?,Negative,Complaint,Complaints
@united private jet would have been cool! Do does not work. I'll try again,private jet would have been cool! Do does not work. Ill try again,Negative,Cancellation,Feedback
@united we were not given the option of using our United TravelBank in a recent Flight Booking Problems! Any help in using or recouping these funds? Thanks!,we were not given the option of using our United TravelBank in a recent Flight Booking Problems! Any help in using or recouping these funds? Thanks!,Negative,Booking,Flight Booking
@united common!! keep your paper work ready and don't delay our flights(#1585)and meetings @ChooseChicago,common!! keep your paper work ready and dont delay our flightsand meetings,Positive,Safety,Flight Delay
@united how about 3659 YUL-ORD?,how about 3659 YULORD?,Positive,Loyalty Programs,Suggestions
"@united yep that's correct, I got an email at 12:30 am that the flight was Cancelled Flightled, doesn't matter now flight into atl is delayed, thx","yep thats correct, I got an email at 1230 am that the flight was Cancelled Flightled, doesnt matter now flight into atl is delayed, thx",Negative,Cancellation,Flight Cancellation
@united 1k and had problem getting out of FLL to IAH  sent DM to you about making my connection  please let me know,1k and had problem getting out of FLL to IAH sent DM to you about making my connection please let me know,Negative,Complaint,Flight Reschedule
@united Done and done,Done and done,Positive,Check-in,Feedback
"@united thanks, just sent :)","thanks, just sent",Positive,Feedback,Feedback
"@united I'm grounded in Montreal with ua3659. I am missing my connection ua3417 to St. Louis. Can you help,Do you have a private jet for me?","Im grounded in Montreal with ua3659. I am missing my connection ua3417 to St. Louis. Can you help,Do you have a private jet for me?",Negative,Cancellation,Flight Cancellation
@united I'm so frustrated and nervous because of this.,Im so frustrated and nervous because of this.,Negative,Complaint,Complaints
@united are the ones who make it difficult for me.,are the ones who make it difficult for me.,Negative,Complaint,Complaints
@united I'm not a child. I'm someone who has an issue with flying and prepares ahead of time to reduce the distress caused by planes. You,Im not a child. Im someone who has an issue with flying and prepares ahead of time to reduce the distress caused by planes. You,Negative,Safety,Flight Safety
@united how does it get Cancelled Flightled 10 hours before take off?,how does it get Cancelled Flightled 10 hours before take off?,Negative,Cancellation,Flight Cancellation
"@united This ALWAYS happens with you guys, and it makes traveling incredibly stressful and uncomfortable. Is that good business to you?","This ALWAYS happens with you guys, and it makes traveling incredibly stressful and uncomfortable. Is that good business to you?",Negative,Complaint,General Inquiry
@united So what does someone with severe anxiety do when the one person who can help him isn't next to him?,So what does someone with severe anxiety do when the one person who can help him isnt next to him?,Negative,Inquiry,Complaints
@united I'm seeking to go 2 client. B/c u cant get me there I need refund. I filled out form not confident it works if past is an indication,Im seeking to go 2 client. Bc u cant get me there I need refund. I filled out form not confident it works if past is an indication,Negative,Refund,Refund Request
.Thnx for the response @united bot. It seems this 'improvement' could be easily attained. Is your 1st Class service really only worth $50?,.Thnx for the response bot. It seems this improvement could be easily attained. Is your 1st Class service really only worth 50?,Positive,Feedback,Feedback
"@united has unrivalled access to #California with flights to the U.S. from 7 UK airports, with nonstop or one-stop connections year-round","has unrivalled access to with flights to the U.S. from 7 UK airports, with nonstop or onestop connections yearround",Positive,Change,Flight Amenities
"@united booked award tix on ThaiAirways but I'm not seeing a conf# for them, just the United Flight Booking Problems#. Can you get get the Thai# for me?","booked award tix on ThaiAirways but Im not seeing a conf for them, just the United Flight Booking Problems. Can you get get the Thai for me?",Negative,Booking,Flight Booking
@united Luckily I made my flights this time but was so disappointed with the lack of communication :(,Luckily I made my flights this time but was so disappointed with the lack of communication,Negative,Cancellation,Flight Cancellation
@united checking to see why flight 3466 (atl-ord) got Cancelled Flighted?,checking to see why flight 3466 atlord got Cancelled Flighted?,Negative,Cancellation,Flight Cancellation
@united service so far has been horrid. We wanted to end the trip on a high note. Guess that's not an option.,service so far has been horrid. We wanted to end the trip on a high note. Guess thats not an option.,Negative,Change,Feedback
@united Booked a flight home over 7 months ago and requested seats together for my fiancée and I. We got 2 middle seats. UNACCEPTABLE. The,Booked a flight home over 7 months ago and requested seats together for my fiance and I. We got 2 middle seats. UNACCEPTABLE. The,Negative,Seating,Flight Booking
@united YOU GUYS ARE HORRIBLE.,YOU GUYS ARE HORRIBLE.,Negative,Complaint,Complaints
@united thnx for the info,thnx for the info,Positive,Information,Feedback
@united Why do I have to pay $ 17 for wifi with an international business ticket?  #pennypincher,Why do I have to pay 17 for wifi with an international business ticket?,Negative,Complaint,Flight Amenities
"@united ok. To top things off, you've lost my luggage. Could you get ANY worse??? #UnitedAirlines","ok. To top things off, youve lost my luggage. Could you get ANY worse???",Negative,Change,Baggage Issues
